date,pm25,o3,no2,so2,co,aqi
9/21/2017,91,0,0,13,0,0
9/22/2017,108,0,0,0,0,0
9/23/2017,118,0,0,0,0,0
9/24/2017,133,0,0,13,0,0
9/25/2017,124,0,0,13,0,0
9/26/2017,45,0,0,13,0,0
9/27/2017,95,0,0,14,0,0
9/28/2017,105,0,0,14,0,0
9/29/2017,98,0,0,14,0,0
9/30/2017,92,0,0,13,0,0
10/1/2017,43,0,0,17,0,0
10/2/2017,78,0,0,13,0,0
10/3/2017,83,0,0,13,0,0
10/4/2017,73,0,0,13,0,0
10/5/2017,66,0,0,13,0,0
10/6/2017,86,0,0,13,0,0
10/7/2017,61,0,0,0,0,0
10/8/2017,64,0,0,0,0,0
10/9/2017,81,0,0,0,0,0
10/10/2017,58,0,0,13,0,0
10/11/2017,57,0,0,13,0,0
10/12/2017,85,0,0,13,0,0
10/13/2017,97,0,0,12,0,0
10/14/2017,88,0,0,14,0,0
10/15/2017,75,0,0,12,0,0
10/16/2017,57,0,0,12,0,0
10/17/2017,33,0,0,12,0,0
10/18/2017,42,0,0,13,0,0
10/19/2017,86,0,0,0,0,0
10/20/2017,115,0,0,0,0,0
10/21/2017,116,0,0,0,0,0
10/22/2017,118,0,0,14,0,0
10/23/2017,137,0,0,13,0,0
10/24/2017,147,0,0,14,0,0
10/25/2017,182,0,0,14,0,0
10/26/2017,195,0,0,13,0,0
10/27/2017,183,0,0,0,0,0
10/28/2017,186,0,0,0,0,0
10/29/2017,166,0,0,15,0,0
10/30/2017,150,0,0,13,0,0
10/31/2017,0,0,0,13,0,0
11/1/2017,0,0,0,13,0,0
11/2/2017,0,0,0,13,0,0
11/3/2017,0,0,0,14,0,0
11/4/2017,0,0,0,14,0,0
11/5/2017,0,0,0,13,0,0
11/6/2017,0,0,0,13,0,0
11/7/2017,0,0,0,13,0,0
11/8/2017,0,0,0,13,0,0
11/9/2017,0,0,0,13,0,0
11/10/2017,0,0,0,13,0,0
11/11/2017,0,0,0,13,0,0
11/12/2017,0,0,0,13,0,0
11/13/2017,148,0,0,13,0,0
11/14/2017,111,0,0,13,0,0
11/15/2017,102,0,0,16,0,0
11/16/2017,87,0,0,17,0,0
11/17/2017,69,0,0,15,0,0
11/18/2017,62,0,0,13,0,0
11/19/2017,62,0,0,13,0,0
11/20/2017,62,0,0,13,0,0
11/21/2017,98,0,0,13,0,0
11/22/2017,96,0,0,0,0,0
11/23/2017,86,0,0,13,0,0
11/24/2017,79,0,0,13,0,0
11/25/2017,79,0,0,13,0,0
11/26/2017,129,0,0,14,0,0
11/27/2017,171,0,0,13,0,0
11/28/2017,181,0,0,13,0,0
11/29/2017,193,0,0,13,0,0
11/30/2017,199,0,0,13,0,0
12/1/2017,122,0,0,13,0,0
12/2/2017,143,0,0,14,0,0
12/3/2017,181,0,0,13,0,0
12/4/2017,139,0,0,13,0,0
12/5/2017,106,0,0,13,0,0
12/6/2017,159,0,0,37,0,0
12/7/2017,180,0,0,36,0,0
12/8/2017,199,0,0,37,0,0
12/9/2017,0,0,0,36,0,0
12/10/2017,0,0,0,37,0,0
12/11/2017,0,0,0,35,0,0
12/12/2017,0,0,0,36,0,0
12/13/2017,0,0,0,35,0,0
12/14/2017,0,0,0,36,0,0
12/15/2017,0,0,0,36,0,0
12/16/2017,0,0,0,36,0,0
12/17/2017,0,0,0,38,0,0
12/18/2017,0,0,0,44,0,0
12/19/2017,130,0,0,46,0,0
12/20/2017,131,0,0,46,0,0
12/21/2017,151,0,0,52,0,0
12/22/2017,171,0,0,47,0,0
12/23/2017,187,0,0,40,0,0
12/24/2017,160,0,0,46,0,0
12/25/2017,175,0,0,47,0,0
12/26/2017,208,0,0,37,0,0
12/27/2017,171,0,0,37,0,0
12/28/2017,133,0,0,40,0,0
12/29/2017,177,0,0,37,0,0
12/30/2017,101,0,0,38,0,0
12/31/2017,130,0,0,43,0,0
1/1/2018,171,0,0,41,0,0
1/2/2018,207,0,0,39,0,0
1/3/2018,166,0,0,38,0,0
1/4/2018,161,0,0,37,0,0
1/5/2018,144,0,0,36,0,0
1/6/2018,118,0,0,36,0,0
1/7/2018,149,0,0,36,0,0
1/8/2018,0,0,0,36,0,0
1/9/2018,117,0,0,41,0,0
1/10/2018,113,0,0,44,0,0
1/11/2018,129,0,0,46,0,0
1/12/2018,142,0,0,49,0,0
1/13/2018,166,0,0,43,0,0
1/14/2018,181,0,0,42,0,0
1/15/2018,193,0,0,40,0,0
1/16/2018,165,0,0,41,0,0
1/17/2018,196,0,0,40,0,0
1/18/2018,165,0,0,44,0,0
1/19/2018,162,0,0,40,0,0
1/20/2018,157,0,0,38,0,0
1/21/2018,0,0,0,38,0,0
1/22/2018,151,0,0,37,0,0
1/23/2018,133,0,0,37,0,0
1/24/2018,121,0,0,37,0,0
1/25/2018,87,0,0,37,0,0
1/26/2018,79,0,0,38,0,0
1/27/2018,106,0,0,36,0,0
1/28/2018,0,0,0,37,0,0
1/29/2018,84,0,0,37,0,0
1/30/2018,141,0,0,37,0,0
1/31/2018,148,0,0,44,0,0
2/1/2018,154,0,0,44,0,0
2/2/2018,152,0,0,45,0,0
2/3/2018,131,0,0,49,0,0
2/4/2018,153,0,0,42,0,0
2/5/2018,151,0,0,38,0,0
2/6/2018,153,0,0,40,0,0
2/7/2018,153,0,0,36,0,0
2/8/2018,152,0,0,34,0,0
2/9/2018,178,0,0,24,0,0
2/10/2018,188,0,0,22,0,0
2/11/2018,0,0,0,22,0,0
2/12/2018,173,0,0,28,0,0
2/13/2018,190,0,0,24,0,0
2/14/2018,204,0,0,23,0,0
2/15/2018,186,0,0,23,0,0
2/16/2018,136,0,0,0,0,0
2/17/2018,126,0,0,0,0,0
2/18/2018,110,0,0,0,0,0
2/19/2018,104,0,0,0,0,0
2/20/2018,101,0,0,23,0,0
2/21/2018,86,0,0,23,0,0
2/22/2018,97,0,0,24,0,0
2/23/2018,84,0,0,0,0,0
2/24/2018,172,0,0,0,0,0
2/25/2018,143,0,0,26,0,0
2/26/2018,148,0,0,25,0,0
2/27/2018,143,0,0,24,0,0
2/28/2018,134,0,0,24,0,0
3/1/2018,110,0,0,24,0,0
3/2/2018,83,0,0,24,0,0
3/3/2018,103,0,0,24,0,0
3/4/2018,124,0,0,24,0,0
3/5/2018,103,0,0,24,0,0
3/6/2018,76,0,0,24,0,0
3/7/2018,87,0,0,25,0,0
3/8/2018,62,0,0,29,0,0
3/9/2018,93,0,0,29,0,0
3/10/2018,112,0,0,30,0,0
3/11/2018,144,0,0,26,0,0
3/12/2018,163,0,0,27,0,0
3/13/2018,165,0,0,27,0,0
3/14/2018,117,0,0,26,0,0
3/15/2018,113,0,0,28,0,0
3/16/2018,123,0,0,27,0,0
3/17/2018,137,0,0,26,0,0
3/18/2018,0,0,0,28,0,0
3/19/2018,131,0,0,31,0,0
3/20/2018,104,0,0,0,0,0
3/21/2018,118,0,0,0,0,0
3/22/2018,152,0,0,0,0,0
3/23/2018,153,0,0,0,0,0
3/24/2018,136,0,0,0,0,0
3/25/2018,130,0,0,0,0,0
3/26/2018,162,0,0,0,0,0
3/27/2018,133,0,0,0,0,0
3/28/2018,112,0,0,0,0,0
3/29/2018,98,0,0,30,0,0
3/30/2018,104,0,0,29,0,0
3/31/2018,116,0,0,29,0,0
4/1/2018,106,0,0,32,0,0
4/2/2018,105,0,0,30,0,0
4/3/2018,81,0,0,30,0,0
4/4/2018,88,0,0,30,0,0
4/5/2018,87,0,0,29,0,0
4/6/2018,68,0,0,31,0,0
4/7/2018,124,0,0,0,0,0
4/8/2018,167,0,0,0,0,0
4/9/2018,138,0,0,0,0,0
4/10/2018,122,0,0,0,0,0
4/11/2018,98,0,0,0,0,0
4/12/2018,94,0,0,0,0,0
4/13/2018,94,0,0,0,0,0
4/14/2018,83,0,0,0,0,0
4/15/2018,79,0,0,0,0,0
4/16/2018,112,0,0,0,0,0
4/17/2018,168,0,0,0,0,0
4/18/2018,160,0,0,32,0,0
4/19/2018,137,0,0,32,0,0
4/20/2018,97,0,0,0,0,0
4/21/2018,74,0,0,0,0,0
4/22/2018,83,0,0,0,0,0
4/23/2018,90,0,0,0,0,0
4/24/2018,118,0,0,0,0,0
4/25/2018,103,0,0,38,0,0
4/26/2018,109,0,0,0,0,0
4/27/2018,79,0,0,0,0,0
4/28/2018,108,0,0,0,0,0
4/29/2018,121,0,0,0,0,0
4/30/2018,70,0,0,0,0,0
5/1/2018,47,0,0,0,0,0
5/2/2018,59,0,0,0,0,0
5/3/2018,81,0,0,0,0,0
5/4/2018,72,0,0,0,0,0
5/5/2018,50,0,0,0,0,0
5/6/2018,50,0,0,0,0,0
5/7/2018,69,0,0,0,0,0
5/8/2018,84,0,0,0,0,0
5/9/2018,70,0,0,0,0,0
5/10/2018,55,0,0,0,0,0
5/11/2018,58,0,0,0,0,0
5/12/2018,75,0,0,0,0,0
5/13/2018,73,0,0,0,0,0
5/14/2018,79,0,0,0,0,0
5/15/2018,70,0,0,0,0,0
5/16/2018,77,0,0,28,0,0
5/17/2018,74,0,0,28,0,0
5/18/2018,60,0,0,28,0,0
5/19/2018,55,0,0,0,0,0
5/20/2018,59,0,0,0,0,0
5/21/2018,55,0,0,0,0,0
5/22/2018,60,0,0,0,0,0
5/23/2018,42,0,0,0,0,0
5/24/2018,54,0,0,0,0,0
5/25/2018,54,0,0,0,0,0
5/26/2018,64,0,0,0,0,0
5/27/2018,74,0,0,29,0,0
5/28/2018,64,0,0,29,0,0
5/29/2018,116,0,0,29,0,0
5/30/2018,70,0,0,29,0,0
5/31/2018,74,0,0,29,0,0
6/1/2018,73,0,0,29,0,0
6/2/2018,0,0,0,29,0,0
6/3/2018,0,0,0,29,0,0
6/4/2018,98,0,0,29,0,0
6/5/2018,35,0,0,30,0,0
6/6/2018,0,0,0,30,0,0
6/7/2018,128,0,0,31,0,0
6/8/2018,166,0,0,30,0,0
6/9/2018,147,0,0,30,0,0
6/10/2018,109,0,0,30,0,0
6/11/2018,51,0,0,30,0,0
6/12/2018,42,0,0,31,0,0
6/13/2018,59,0,0,30,0,0
6/14/2018,105,0,0,30,0,0
6/15/2018,68,0,0,30,0,0
6/16/2018,92,0,0,30,0,0
6/17/2018,0,0,0,31,0,0
6/18/2018,77,0,0,31,0,0
6/19/2018,73,0,0,31,0,0
6/20/2018,71,0,0,31,0,0
6/21/2018,74,0,0,0,0,0
6/22/2018,69,0,0,0,0,0
6/23/2018,57,0,0,0,0,0
6/24/2018,98,0,0,0,0,0
6/25/2018,57,0,0,0,0,0
6/26/2018,83,0,0,32,0,0
6/27/2018,86,0,0,0,0,0
6/28/2018,78,0,0,0,0,0
6/29/2018,67,0,0,0,0,0
6/30/2018,53,0,0,0,0,0
7/1/2018,46,0,0,0,0,0
7/2/2018,61,0,0,0,0,0
7/3/2018,11,0,0,0,0,0
7/4/2018,36,0,0,0,0,0
7/5/2018,55,0,0,0,0,0
7/6/2018,89,0,0,0,0,0
7/7/2018,95,0,0,0,0,0
7/8/2018,92,0,0,0,0,0
7/9/2018,72,0,0,0,0,0
7/10/2018,75,0,0,0,0,0
7/11/2018,76,0,0,0,0,0
7/12/2018,0,0,0,0,0,0
7/13/2018,0,0,0,0,0,0
7/14/2018,0,0,0,0,0,0
7/15/2018,0,0,0,0,0,0
7/16/2018,49,0,0,0,0,0
7/17/2018,72,0,0,0,0,0
7/18/2018,64,0,0,0,0,0
7/19/2018,63,0,0,0,0,0
7/20/2018,62,0,0,0,0,0
7/21/2018,38,0,0,0,0,0
7/22/2018,47,0,0,0,0,0
7/23/2018,85,0,0,0,0,0
7/24/2018,97,0,0,0,0,0
7/25/2018,64,0,0,0,0,0
7/26/2018,30,0,0,0,0,0
7/27/2018,64,0,0,0,0,0
7/28/2018,46,0,0,0,0,0
7/29/2018,57,0,0,0,0,0
7/30/2018,68,0,0,0,0,0
7/31/2018,107,0,0,0,0,0
8/1/2018,78,0,0,0,0,0
8/2/2018,61,0,0,0,0,0
8/3/2018,58,0,0,0,0,0
8/4/2018,97,0,0,0,0,0
8/5/2018,84,0,0,0,0,0
8/6/2018,80,0,0,0,0,0
8/7/2018,76,0,0,0,0,0
8/8/2018,88,0,0,0,0,0
8/9/2018,94,0,0,0,0,0
8/10/2018,107,0,0,0,0,0
8/11/2018,122,0,0,0,0,0
8/12/2018,69,0,0,0,0,0
8/13/2018,70,0,0,0,0,0
8/14/2018,87,0,0,0,0,0
8/15/2018,86,0,0,0,0,0
8/16/2018,68,0,0,0,0,0
8/17/2018,48,0,0,0,0,0
8/18/2018,79,0,0,0,0,0
8/19/2018,118,0,0,0,0,0
8/20/2018,106,0,0,0,0,0
8/21/2018,106,0,0,0,0,0
8/22/2018,121,0,0,0,0,0
8/23/2018,120,0,0,0,0,0
8/24/2018,98,0,0,0,0,0
8/25/2018,71,0,0,0,0,0
8/26/2018,106,0,0,0,0,0
8/27/2018,100,0,0,0,0,0
8/28/2018,52,0,0,0,0,0
8/29/2018,49,0,0,0,0,0
8/30/2018,53,0,0,0,0,0
8/31/2018,40,0,0,0,0,0
9/1/2018,61,0,0,0,0,0
9/2/2018,61,0,0,0,0,0
9/3/2018,37,0,0,0,0,0
9/4/2018,108,0,0,0,0,0
9/5/2018,94,0,0,0,0,0
9/6/2018,75,0,0,0,0,0
9/7/2018,63,0,0,0,0,0
9/8/2018,80,0,0,0,0,0
9/9/2018,115,0,0,0,0,0
9/10/2018,119,0,0,0,0,0
9/11/2018,123,0,0,0,0,0
9/12/2018,97,0,0,0,0,0
9/13/2018,127,0,0,0,0,0
9/14/2018,103,0,0,0,0,0
9/15/2018,80,0,0,0,0,0
9/16/2018,89,0,0,0,0,0
9/17/2018,80,0,0,0,0,0
9/18/2018,86,0,0,0,0,0
9/19/2018,62,0,0,0,0,0
9/20/2018,103,0,0,0,0,0
9/21/2018,78,0,0,0,0,0
9/22/2018,117,0,0,0,0,0
9/23/2018,129,0,0,0,0,0
9/24/2018,107,0,0,0,0,0
9/25/2018,77,0,0,0,0,0
9/26/2018,59,0,0,0,0,0
9/27/2018,61,0,0,0,0,0
9/28/2018,45,0,0,0,0,0
9/29/2018,67,0,0,0,0,0
9/30/2018,100,0,0,0,0,0
10/1/2018,125,0,0,0,0,0
10/2/2018,134,0,0,0,0,0
10/3/2018,146,0,0,0,0,0
10/4/2018,137,0,0,0,0,0
10/5/2018,145,0,0,0,0,0
10/6/2018,172,0,0,0,0,0
10/7/2018,159,0,0,0,0,0
10/8/2018,138,0,0,0,0,0
10/9/2018,125,0,0,0,0,0
10/10/2018,43,0,0,0,0,0
10/11/2018,110,0,0,0,0,0
10/12/2018,129,0,0,0,0,0
10/13/2018,163,0,0,0,0,0
10/14/2018,110,0,0,0,0,0
10/15/2018,68,0,0,0,0,0
10/16/2018,69,0,0,0,0,0
10/17/2018,49,0,0,0,0,0
10/18/2018,73,0,0,0,0,0
10/19/2018,0,0,0,0,0,0
10/20/2018,0,0,0,0,0,0
10/21/2018,0,0,0,0,0,0
10/22/2018,0,0,0,0,0,0
10/23/2018,42,0,0,0,0,0
10/24/2018,81,0,0,0,0,0
10/25/2018,80,0,0,0,0,0
10/26/2018,73,0,0,0,0,0
10/27/2018,64,0,0,0,0,0
10/28/2018,108,0,0,0,0,0
10/29/2018,113,0,0,0,0,0
10/30/2018,108,0,0,0,0,0
10/31/2018,97,0,0,0,0,0
11/1/2018,118,0,0,0,0,0
11/2/2018,138,0,0,0,0,0
11/3/2018,170,0,0,0,0,0
11/4/2018,164,0,0,0,0,0
11/5/2018,132,0,0,0,0,0
11/6/2018,111,0,0,0,0,0
11/7/2018,87,0,0,0,0,0
11/8/2018,83,0,0,0,0,0
11/9/2018,119,0,0,0,0,0
11/10/2018,154,0,0,0,0,0
11/11/2018,130,0,0,0,0,0
11/12/2018,91,0,0,0,0,0
11/13/2018,108,0,0,0,0,0
11/14/2018,95,0,0,0,0,0
11/15/2018,67,0,0,0,0,0
11/16/2018,62,0,0,0,0,0
11/17/2018,65,0,0,0,0,0
11/18/2018,75,0,0,0,0,0
11/19/2018,84,0,0,0,0,0
11/20/2018,128,0,0,0,0,0
11/21/2018,72,0,0,0,0,0
11/22/2018,76,0,0,0,0,0
11/23/2018,130,0,0,0,0,0
11/24/2018,192,0,0,0,0,0
11/25/2018,150,0,0,0,0,0
11/26/2018,154,0,0,0,0,0
11/27/2018,158,0,0,0,0,0
11/28/2018,174,0,0,0,0,0
11/29/2018,183,0,0,0,0,0
11/30/2018,147,0,0,0,0,0
12/1/2018,123,0,0,0,0,0
12/2/2018,68,0,0,0,0,0
12/3/2018,69,0,0,0,0,0
12/4/2018,69,0,0,0,0,0
12/5/2018,75,0,0,0,0,0
12/6/2018,73,0,0,0,0,0
12/7/2018,98,0,0,0,0,0
12/8/2018,51,0,0,0,0,0
12/9/2018,39,0,0,0,0,0
12/10/2018,66,0,0,0,0,0
12/11/2018,54,0,0,0,0,0
12/12/2018,59,0,0,0,0,0
12/13/2018,58,0,0,0,0,0
12/14/2018,81,0,0,0,0,0
12/15/2018,110,0,0,0,0,0
12/16/2018,81,0,0,0,0,0
12/17/2018,115,0,0,0,0,0
12/18/2018,168,0,0,0,0,0
12/19/2018,149,0,0,0,0,0
12/20/2018,142,0,0,0,0,0
12/21/2018,135,0,0,0,0,0
12/22/2018,100,0,0,0,0,0
12/23/2018,119,0,0,0,0,0
12/24/2018,131,0,0,0,0,0
12/25/2018,98,0,0,0,0,0
12/26/2018,96,0,0,0,0,0
12/27/2018,118,0,0,0,0,0
12/28/2018,97,0,0,0,0,0
12/29/2018,57,0,0,0,0,0
12/30/2018,31,0,0,0,0,0
12/31/2018,0,0,0,0,0,0
1/1/2019,93,0,0,0,0,0
1/2/2019,104,0,0,0,0,0
1/3/2019,98,0,0,0,0,0
1/4/2019,132,0,0,0,0,0
1/5/2019,128,0,0,0,0,0
1/6/2019,76,0,0,0,0,0
1/7/2019,148,0,0,0,0,0
1/8/2019,78,0,0,0,0,0
1/9/2019,25,0,0,0,0,0
1/10/2019,80,0,0,0,0,0
1/11/2019,143,0,0,0,0,0
1/12/2019,139,0,0,0,0,0
1/13/2019,84,0,0,0,0,0
1/14/2019,111,0,0,0,0,0
1/15/2019,80,0,0,0,0,0
1/16/2019,35,0,0,0,0,0
1/17/2019,64,0,0,0,0,0
1/18/2019,140,0,0,0,0,0
1/19/2019,174,0,0,0,0,0
1/20/2019,171,0,0,0,0,0
1/21/2019,54,0,0,0,0,0
1/22/2019,108,0,0,0,0,0
1/23/2019,167,0,0,0,0,0
1/24/2019,160,0,0,0,0,0
1/25/2019,189,0,0,0,0,0
1/26/2019,164,0,0,0,0,0
1/27/2019,160,0,0,0,0,0
1/28/2019,119,0,0,0,0,0
1/29/2019,115,0,0,0,0,0
1/30/2019,75,0,0,0,0,0
1/31/2019,102,0,0,0,0,0
2/1/2019,124,0,0,0,0,0
2/2/2019,142,0,0,0,0,0
2/3/2019,122,0,0,0,0,0
2/4/2019,99,0,0,0,0,0
2/5/2019,95,0,0,0,0,0
2/6/2019,62,0,0,0,0,0
2/7/2019,84,0,0,0,0,0
2/8/2019,94,0,0,0,0,0
2/9/2019,98,0,0,0,0,0
2/10/2019,73,0,0,0,0,0
2/11/2019,132,0,0,0,0,0
2/12/2019,141,0,0,0,0,0
2/13/2019,91,0,0,0,0,0
2/14/2019,68,0,0,0,0,0
2/15/2019,72,0,0,0,0,0
2/16/2019,74,0,0,0,0,0
2/17/2019,65,0,0,0,0,0
2/18/2019,95,0,0,0,0,0
2/19/2019,103,0,0,0,0,0
2/20/2019,83,0,0,0,0,0
2/21/2019,83,0,0,0,0,0
2/22/2019,108,0,0,0,0,0
2/23/2019,91,0,0,0,0,0
2/24/2019,68,0,0,0,0,0
2/25/2019,78,0,0,0,0,0
2/26/2019,137,0,0,0,0,0
2/27/2019,130,0,0,0,0,0
2/28/2019,147,0,0,0,0,0
3/1/2019,95,0,0,0,0,0
3/2/2019,88,0,0,0,0,0
3/3/2019,90,0,0,0,0,0
3/4/2019,100,0,0,0,0,0
3/5/2019,93,0,0,0,0,0
3/6/2019,78,0,0,0,0,0
3/7/2019,81,0,0,0,0,0
3/8/2019,95,0,0,0,0,0
3/9/2019,110,0,0,0,0,0
3/10/2019,69,0,0,0,0,0
3/11/2019,163,0,0,0,0,0
3/12/2019,169,0,0,0,0,0
3/13/2019,156,0,0,0,0,0
3/14/2019,176,0,0,0,0,0
3/15/2019,115,0,0,0,0,0
3/16/2019,123,0,0,0,0,0
3/17/2019,65,0,0,0,0,0
3/18/2019,75,0,0,0,0,0
3/19/2019,126,0,0,0,0,0
3/20/2019,127,0,0,0,0,0
3/21/2019,111,0,0,0,0,0
3/22/2019,113,0,0,0,0,0
3/23/2019,100,0,0,0,0,0
3/24/2019,106,0,0,0,0,0
3/25/2019,100,0,0,0,0,0
3/26/2019,171,0,0,0,0,0
3/27/2019,152,0,0,0,0,0
3/28/2019,126,0,0,0,0,0
3/29/2019,91,0,0,0,0,0
3/30/2019,101,0,0,0,0,0
3/31/2019,118,0,0,0,0,0
4/1/2019,86,0,0,0,0,0
4/2/2019,134,0,0,0,0,0
4/3/2019,109,0,0,0,0,0
4/4/2019,13,0,0,0,0,0
4/5/2019,14,0,0,0,0,0
4/6/2019,15,0,0,0,0,0
4/7/2019,10,0,0,0,0,0
4/8/2019,77,0,0,0,0,0
4/9/2019,107,0,0,0,0,0
4/10/2019,90,0,0,0,0,0
4/11/2019,91,0,0,0,0,0
4/12/2019,86,0,0,0,0,0
4/13/2019,71,0,0,0,0,0
4/14/2019,64,0,0,0,0,0
4/15/2019,78,0,0,0,0,0
4/16/2019,75,0,0,0,0,0
4/17/2019,123,0,0,0,0,0
4/18/2019,112,0,0,0,0,0
4/19/2019,132,0,0,0,0,0
4/20/2019,138,0,0,0,0,0
4/21/2019,106,0,0,0,0,0
4/22/2019,113,0,0,0,0,0
4/23/2019,93,0,0,0,0,0
4/24/2019,100,0,0,0,0,0
4/25/2019,92,0,0,0,0,0
4/26/2019,68,0,0,0,0,0
4/27/2019,62,0,0,0,0,0
4/28/2019,71,0,0,0,0,0
4/29/2019,91,0,0,0,0,0
4/30/2019,111,0,0,0,0,0
5/1/2019,0,0,0,0,0,0
5/2/2019,0,0,0,0,0,0
5/3/2019,0,5,8,0,0,0
5/4/2019,0,6,8,0,0,0
5/5/2019,0,28,10,0,0,0
5/6/2019,0,9,9,13,0,0
5/7/2019,0,22,6,13,0,0
5/8/2019,0,10,6,0,0,0
5/9/2019,0,2,7,0,0,0
5/10/2019,0,10,9,0,0,0
5/11/2019,0,0,8,0,0,0
5/12/2019,0,0,7,0,0,0
5/13/2019,0,0,7,0,0,0
5/14/2019,0,0,8,0,0,0
5/15/2019,0,0,10,0,0,0
5/16/2019,0,0,10,0,0,0
5/17/2019,0,0,11,0,0,0
5/18/2019,0,0,11,0,0,0
5/19/2019,0,0,8,0,0,0
5/20/2019,0,0,8,0,0,0
5/21/2019,0,0,6,0,0,0
5/22/2019,0,0,0,0,0,0
5/23/2019,0,0,0,0,0,0
5/24/2019,0,0,0,0,0,0
5/25/2019,0,0,0,0,0,0
5/26/2019,0,0,0,0,0,0
5/27/2019,0,0,0,0,0,0
5/28/2019,0,0,0,0,0,0
5/29/2019,0,0,0,0,0,0
5/30/2019,0,0,0,0,0,0
5/31/2019,0,0,0,0,0,0
6/1/2019,0,0,0,0,0,0
6/2/2019,0,0,0,0,0,0
6/3/2019,0,0,0,0,0,0
6/4/2019,0,0,0,15,0,0
6/5/2019,0,0,0,15,0,0
6/6/2019,0,0,0,15,0,0
6/7/2019,0,0,0,15,0,0
6/8/2019,0,0,0,18,0,0
6/9/2019,0,0,0,18,0,0
6/10/2019,0,0,0,23,0,0
6/11/2019,0,0,0,23,0,0
6/12/2019,0,0,0,23,0,0
6/13/2019,0,0,0,19,0,0
6/14/2019,0,0,0,0,0,0
6/15/2019,0,0,0,0,0,0
6/16/2019,0,0,0,0,0,0
6/17/2019,0,0,0,0,0,0
6/18/2019,0,0,0,0,0,0
6/19/2019,0,0,0,0,0,0
6/20/2019,0,0,0,0,0,0
6/21/2019,0,0,0,0,0,0
6/22/2019,0,0,0,0,0,0
6/23/2019,0,0,0,0,0,0
6/24/2019,0,0,0,0,0,0
6/25/2019,0,0,0,0,0,0
6/26/2019,0,7,15,0,0,0
6/27/2019,0,10,12,0,0,0
6/28/2019,0,20,12,0,0,0
6/29/2019,0,13,7,0,0,0
6/30/2019,0,9,9,0,0,0
7/1/2019,0,10,8,0,0,0
7/2/2019,0,10,6,0,0,0
7/3/2019,0,6,6,0,0,0
7/4/2019,0,5,10,0,0,0
7/5/2019,0,7,9,0,0,0
7/6/2019,0,10,10,0,0,0
7/7/2019,0,10,10,0,0,0
7/8/2019,0,8,11,0,0,0
7/9/2019,0,16,9,0,0,0
7/10/2019,0,8,9,0,0,0
7/11/2019,0,4,11,0,0,0
7/12/2019,0,5,10,0,0,0
7/13/2019,0,5,10,0,0,0
7/14/2019,0,4,7,0,0,0
7/15/2019,0,5,10,0,0,0
7/16/2019,0,175,12,0,0,0
7/17/2019,0,70,10,0,0,0
7/18/2019,0,6,10,0,0,0
7/19/2019,0,7,12,0,0,0
7/20/2019,0,5,10,0,0,0
7/21/2019,0,4,11,0,0,0
7/22/2019,0,21,12,0,0,0
7/23/2019,0,7,12,0,0,0
7/24/2019,0,11,10,0,0,0
7/25/2019,0,7,9,0,0,0
7/26/2019,0,0,0,0,0,0
7/27/2019,0,0,0,0,0,0
7/28/2019,0,6,10,0,0,0
7/29/2019,0,6,11,0,0,0
7/30/2019,0,12,10,0,0,0
7/31/2019,0,13,7,0,0,0
8/1/2019,0,5,8,0,0,0
8/2/2019,0,6,6,0,0,0
8/3/2019,0,6,3,0,0,0
